Kanal;   Energie(keV); Impulse
       1;    16.9617;         1571   
       2;    17.8370;         1651   
       3;    18.7122;         1633   
       4;    19.5875;         1526   
       5;    20.4628;         1554   
       6;    21.3381;         1421   
       7;    22.2133;         1420   
       8;    23.0886;         1413   
       9;    23.9639;         1323   
      10;    24.8392;         1369   
      11;    25.7144;         1361   
      12;    26.5897;         1275   
      13;    27.4650;         1291   
      14;    28.3403;         1290   
      15;    29.2155;         1274   
      16;    30.0908;         1236   
      17;    30.9661;         1224   
      18;    31.8414;         1171   
      19;    32.7166;         1173   
      20;    33.5919;         1159   
      21;    34.4672;         1226   
      22;    35.3425;         1202   
      23;    36.2177;         1224   
      24;    37.0930;         1173   
      25;    37.9683;         1238   
      26;    38.8436;         1208   
      27;    39.7188;         1188   
      28;    40.5941;         1209   
      29;    41.4694;         1398   
      30;    42.3447;         1663   
      31;    43.2199;         1697   
      32;    44.0952;         1182   
      33;    44.9705;         1044   
      34;    45.8458;         1012   
      35;    46.7210;         1070   
      36;    47.5963;         1559   
      37;    48.4716;         1719   
      38;    49.3469;         1249   
      39;    50.2221;          986   
      40;    51.0974;          938   
      41;    51.9727;          915   
      42;    52.8480;          868   
      43;    53.7232;          906   
      44;    54.5985;          847   
      45;    55.4738;          858   
      46;    56.3491;          857   
      47;    57.2243;          842   
      48;    58.0996;          861   
      49;    58.9749;          912   
      50;    59.8502;          866   
      51;    60.7254;          888   
      52;    61.6007;          810   
      53;    62.4760;          889   
      54;    63.3513;          883   
      55;    64.2265;          910   
      56;    65.1018;          892   
      57;    65.9771;          886   
      58;    66.8524;          900   
      59;    67.7276;          889   
      60;    68.6029;          887   
      61;    69.4782;          914   
      62;    70.3535;          985   
      63;    71.2287;          957   
      64;    72.1040;          956   
      65;    72.9793;          974   
      66;    73.8546;         1002   
      67;    74.7298;         1432   
      68;    75.6051;         1846   
      69;    76.4804;         1670   
      70;    77.3557;         2398   
      71;    78.2309;         2249   
      72;    79.1062;         1311   
      73;    79.9815;         1053   
      74;    80.8568;         1068   
      75;    81.7320;         1129   
      76;    82.6073;         1146   
      77;    83.4826;         1237   
      78;    84.3579;         1412   
      79;    85.2331;         1515   
      80;    86.1084;         1706   
      81;    86.9837;         2197   
      82;    87.8590;         2513   
      83;    88.7342;         2113   
      84;    89.6095;         1888   
      85;    90.4848;         1913   
      86;    91.3601;         1558   
      87;    92.2353;         1466   
      88;    93.1106;         1426   
      89;    93.9859;         1457   
      90;    94.8612;         1474   
      91;    95.7364;         1377   
      92;    96.6117;         1378   
      93;    97.4870;         1372   
      94;    98.3623;         1384   
      95;    99.2375;         1287   
      96;   100.1128;         1238   
      97;   100.9881;         1428   
      98;   101.8634;         1369   
      99;   102.7386;         1341   
     100;   103.6139;         1312   
     101;   104.4892;         1323   
     102;   105.3645;         1295   
     103;   106.2397;         1358   
     104;   107.1150;         1395   
     105;   107.9903;         1387   
     106;   108.8656;         1407   
     107;   109.7408;         1420   
     108;   110.6161;         1372   
     109;   111.4914;         1420   
     110;   112.3667;         1387   
     111;   113.2419;         1426   
     112;   114.1172;         1451   
     113;   114.9925;         1463   
     114;   115.8678;         1489   
     115;   116.7430;         1491   
     116;   117.6183;         1469   
     117;   118.4936;         1404   
     118;   119.3689;         1542   
     119;   120.2441;         1542   
     120;   121.1194;         1557   
     121;   121.9947;         1585   
     122;   122.8700;         2602   
     123;   123.7452;        14303   
     124;   124.6205;        44116   
     125;   125.4958;        31320   
     126;   126.3711;         5905   
     127;   127.2463;         1653   
     128;   128.1216;         1359   
     129;   128.9969;         1333   
     130;   129.8722;         1280   
     131;   130.7474;         1179   
     132;   131.6227;         1168   
     133;   132.4980;         1065   
     134;   133.3733;         1079   
     135;   134.2485;         1056   
     136;   135.1238;         1057   
     137;   135.9991;         1089   
     138;   136.8744;         1004   
     139;   137.7496;         1044   
     140;   138.6249;         1012   
     141;   139.5002;          985   
     142;   140.3755;         1039   
     143;   141.2507;          995   
     144;   142.1260;         1038   
     145;   143.0013;          966   
     146;   143.8766;         1028   
     147;   144.7518;         1029   
     148;   145.6271;         1034   
     149;   146.5024;          966   
     150;   147.3777;         1013   
     151;   148.2529;         1075   
     152;   149.1282;         1125   
     153;   150.0035;         1185   
     154;   150.8788;         1243   
     155;   151.7540;         1172   
     156;   152.6293;         1240   
     157;   153.5046;         1198   
     158;   154.3799;         1236   
     159;   155.2551;         1121   
     160;   156.1304;         1221   
     161;   157.0057;         1229   
     162;   157.8810;         1222   
     163;   158.7562;         1240   
     164;   159.6315;         1193   
     165;   160.5068;         1201   
     166;   161.3821;         1170   
     167;   162.2573;         1164   
     168;   163.1326;         1154   
     169;   164.0079;         1181   
     170;   164.8832;         1157   
     171;   165.7584;         1182   
     172;   166.6337;         1150   
     173;   167.5090;         1125   
     174;   168.3843;         1085   
     175;   169.2595;         1101   
     176;   170.1348;         1137   
     177;   171.0101;         1093   
     178;   171.8854;         1026   
     179;   172.7606;         1081   
     180;   173.6359;         1086   
     181;   174.5112;         1080   
     182;   175.3865;         1016   
     183;   176.2617;         1121   
     184;   177.1370;         1080   
     185;   178.0123;         1100   
     186;   178.8876;         1033   
     187;   179.7628;         1097   
     188;   180.6381;          980   
     189;   181.5134;         1017   
     190;   182.3887;         1078   
     191;   183.2639;          977   
     192;   184.1392;         1039   
     193;   185.0145;         1102   
     194;   185.8898;         1023   
     195;   186.7650;         1039   
     196;   187.6403;         1064   
     197;   188.5156;         1071   
     198;   189.3909;         1015   
     199;   190.2661;         1008   
     200;   191.1414;         1017   
     201;   192.0167;         1079   
     202;   192.8920;          999   
     203;   193.7672;         1022   
     204;   194.6425;          991   
     205;   195.5178;         1019   
     206;   196.3931;         1004   
     207;   197.2683;         1013   
     208;   198.1436;         1080   
     209;   199.0189;          981   
     210;   199.8942;          984   
     211;   200.7694;          969   
     212;   201.6447;          942   
     213;   202.5200;          967   
     214;   203.3953;          923   
     215;   204.2705;          897   
     216;   205.1458;          935   
     217;   206.0211;          903   
     218;   206.8964;          917   
     219;   207.7716;          951   
     220;   208.6469;          873   
     221;   209.5222;          917   
     222;   210.3975;          932   
     223;   211.2727;          896   
     224;   212.1480;          938   
     225;   213.0233;          887   
     226;   213.8986;          873   
     227;   214.7738;          874   
     228;   215.6491;          924   
     229;   216.5244;          905   
     230;   217.3997;          921   
     231;   218.2749;          854   
     232;   219.1502;          786   
     233;   220.0255;          860   
     234;   220.9008;          905   
