Kanal;   Energie(keV); Impulse
       1;    16.9617;          518   
       2;    17.8370;          538   
       3;    18.7122;          522   
       4;    19.5875;          467   
       5;    20.4628;          510   
       6;    21.3381;          442   
       7;    22.2133;          429   
       8;    23.0886;          445   
       9;    23.9639;          465   
      10;    24.8392;          425   
      11;    25.7144;          415   
      12;    26.5897;          395   
      13;    27.4650;          365   
      14;    28.3403;          386   
      15;    29.2155;          382   
      16;    30.0908;          383   
      17;    30.9661;          385   
      18;    31.8414;          388   
      19;    32.7166;          382   
      20;    33.5919;          360   
      21;    34.4672;          395   
      22;    35.3425;          403   
      23;    36.2177;          403   
      24;    37.0930;          350   
      25;    37.9683;          377   
      26;    38.8436;          362   
      27;    39.7188;          358   
      28;    40.5941;          363   
      29;    41.4694;          399   
      30;    42.3447;          398   
      31;    43.2199;          435   
      32;    44.0952;          353   
      33;    44.9705;          345   
      34;    45.8458;          341   
      35;    46.7210;          386   
      36;    47.5963;          408   
      37;    48.4716;          395   
      38;    49.3469;          410   
      39;    50.2221;          339   
      40;    51.0974;          341   
      41;    51.9727;          308   
      42;    52.8480;          323   
      43;    53.7232;          301   
      44;    54.5985;          300   
      45;    55.4738;          307   
      46;    56.3491;          326   
      47;    57.2243;          322   
      48;    58.0996;          319   
      49;    58.9749;          318   
      50;    59.8502;          348   
      51;    60.7254;          306   
      52;    61.6007;          334   
      53;    62.4760;          342   
      54;    63.3513;          299   
      55;    64.2265;          338   
      56;    65.1018;          326   
      57;    65.9771;          343   
      58;    66.8524;          332   
      59;    67.7276;          350   
      60;    68.6029;          336   
      61;    69.4782;          381   
      62;    70.3535;          402   
      63;    71.2287;          372   
      64;    72.1040;          412   
      65;    72.9793;          453   
      66;    73.8546;          431   
      67;    74.7298;          590   
      68;    75.6051;          855   
      69;    76.4804;          695   
      70;    77.3557;         1024   
      71;    78.2309;         1003   
      72;    79.1062;          546   
      73;    79.9815;          450   
      74;    80.8568;          441   
      75;    81.7320;          465   
      76;    82.6073;          455   
      77;    83.4826;          498   
      78;    84.3579;          547   
      79;    85.2331;          551   
      80;    86.1084;          666   
      81;    86.9837;          846   
      82;    87.8590;          936   
      83;    88.7342;          735   
      84;    89.6095;          686   
      85;    90.4848;          686   
      86;    91.3601;          618   
      87;    92.2353;          574   
      88;    93.1106;          573   
      89;    93.9859;          558   
      90;    94.8612;          569   
      91;    95.7364;          571   
      92;    96.6117;          547   
      93;    97.4870;          579   
      94;    98.3623;          560   
      95;    99.2375;          529   
      96;   100.1128;          559   
      97;   100.9881;          560   
      98;   101.8634;          592   
      99;   102.7386;          557   
     100;   103.6139;          551   
     101;   104.4892;          577   
     102;   105.3645;          621   
     103;   106.2397;          587   
     104;   107.1150;          650   
     105;   107.9903;          638   
     106;   108.8656;          671   
     107;   109.7408;          633   
     108;   110.6161;          639   
     109;   111.4914;          616   
     110;   112.3667;          636   
     111;   113.2419;          584   
     112;   114.1172;          584   
     113;   114.9925;          643   
     114;   115.8678;          594   
     115;   116.7430;          570   
     116;   117.6183;          591   
     117;   118.4936;          555   
     118;   119.3689;          623   
     119;   120.2441;          557   
     120;   121.1194;          596   
     121;   121.9947;          596   
     122;   122.8700;          680   
     123;   123.7452;         2336   
     124;   124.6205;         6941   
     125;   125.4958;         4740   
     126;   126.3711;         1109   
     127;   127.2463;          515   
     128;   128.1216;          562   
     129;   128.9969;          531   
     130;   129.8722;          512   
     131;   130.7474;          549   
     132;   131.6227;          459   
     133;   132.4980;          502   
     134;   133.3733;          509   
     135;   134.2485;          470   
     136;   135.1238;          523   
     137;   135.9991;          495   
     138;   136.8744;          498   
     139;   137.7496;          510   
     140;   138.6249;          488   
     141;   139.5002;          491   
     142;   140.3755;          425   
     143;   141.2507;          472   
