Kanal;   Energie(keV); Impulse
       1;    16.9617;         3989   
       2;    17.8370;         4131   
       3;    18.7122;         3880   
       4;    19.5875;         3729   
       5;    20.4628;         3760   
       6;    21.3381;         3572   
       7;    22.2133;         3414   
       8;    23.0886;         3410   
       9;    23.9639;         3294   
      10;    24.8392;         3186   
      11;    25.7144;         3201   
      12;    26.5897;         3226   
      13;    27.4650;         3130   
      14;    28.3403;         3157   
      15;    29.2155;         3110   
      16;    30.0908;         2986   
      17;    30.9661;         2994   
      18;    31.8414;         2923   
      19;    32.7166;         2866   
      20;    33.5919;         2836   
      21;    34.4672;         2945   
      22;    35.3425;         2958   
      23;    36.2177;         2992   
      24;    37.0930;         3003   
      25;    37.9683;         2995   
      26;    38.8436;         2971   
      27;    39.7188;         3019   
      28;    40.5941;         3015   
      29;    41.4694;         3397   
      30;    42.3447;         4114   
      31;    43.2199;         3782   
      32;    44.0952;         2823   
      33;    44.9705;         2569   
      34;    45.8458;         2557   
      35;    46.7210;         2769   
      36;    47.5963;         3649   
      37;    48.4716;         3902   
      38;    49.3469;         3165   
      39;    50.2221;         2509   
      40;    51.0974;         2320   
      41;    51.9727;         2164   
      42;    52.8480;         2177   
      43;    53.7232;         2125   
      44;    54.5985;         2204   
      45;    55.4738;         2125   
      46;    56.3491;         2100   
      47;    57.2243;         2117   
      48;    58.0996;         2135   
      49;    58.9749;         2115   
      50;    59.8502;         2133   
      51;    60.7254;         2103   
      52;    61.6007;         2056   
      53;    62.4760;         2078   
      54;    63.3513;         2150   
      55;    64.2265;         2098   
      56;    65.1018;         2121   
      57;    65.9771;         2188   
      58;    66.8524;         2052   
      59;    67.7276;         2119   
      60;    68.6029;         2064   
      61;    69.4782;         2236   
      62;    70.3535;         2158   
      63;    71.2287;         2200   
      64;    72.1040;         2216   
      65;    72.9793;         2338   
      66;    73.8546;         2381   
      67;    74.7298;         2702   
      68;    75.6051;         3202   
      69;    76.4804;         3188   
      70;    77.3557;         3862   
      71;    78.2309;         3937   
      72;    79.1062;         2822   
      73;    79.9815;         2400   
      74;    80.8568;         2471   
      75;    81.7320;         2516   
      76;    82.6073;         2699   
      77;    83.4826;         2901   
      78;    84.3579;         3092   
      79;    85.2331;         3631   
      80;    86.1084;         3916   
      81;    86.9837;         4652   
      82;    87.8590;         4953   
      83;    88.7342;         4383   
      84;    89.6095;         4137   
      85;    90.4848;         4048   
      86;    91.3601;         3789   
      87;    92.2353;         3564   
      88;    93.1106;         3468   
      89;    93.9859;         3364   
      90;    94.8612;         3175   
      91;    95.7364;         3233   
      92;    96.6117;         3266   
      93;    97.4870;         3277   
      94;    98.3623;         3175   
      95;    99.2375;         3249   
      96;   100.1128;         3166   
      97;   100.9881;         3195   
      98;   101.8634;         3208   
      99;   102.7386;         3251   
     100;   103.6139;         3234   
     101;   104.4892;         3344   
     102;   105.3645;         3285   
     103;   106.2397;         3273   
     104;   107.1150;         3281   
     105;   107.9903;         3296   
     106;   108.8656;         3294   
     107;   109.7408;         3322   
     108;   110.6161;         3374   
     109;   111.4914;         3433   
     110;   112.3667;         3404   
     111;   113.2419;         3494   
     112;   114.1172;         3553   
