Kanal;   Energie(keV); Impulse
       1;    16.9617;         3544   
       2;    17.8370;         3396   
       3;    18.7122;         3274   
       4;    19.5875;         3295   
       5;    20.4628;         3179   
       6;    21.3381;         3124   
       7;    22.2133;         3046   
       8;    23.0886;         2927   
       9;    23.9639;         2977   
      10;    24.8392;         2883   
      11;    25.7144;         2812   
      12;    26.5897;         2743   
      13;    27.4650;         2734   
      14;    28.3403;         2698   
      15;    29.2155;         2663   
      16;    30.0908;         2598   
      17;    30.9661;         2612   
      18;    31.8414;         2513   
      19;    32.7166;         2552   
      20;    33.5919;         2485   
      21;    34.4672;         2588   
      22;    35.3425;         2550   
      23;    36.2177;         2542   
      24;    37.0930;         2509   
      25;    37.9683;         2556   
      26;    38.8436;         2471   
      27;    39.7188;         2436   
      28;    40.5941;         2569   
      29;    41.4694;         2463   
      30;    42.3447;         2519   
      31;    43.2199;         2448   
      32;    44.0952;         2460   
      33;    44.9705;         2479   
      34;    45.8458;         2440   
      35;    46.7210;         2440   
      36;    47.5963;         2502   
      37;    48.4716;         2390   
      38;    49.3469;         2432   
      39;    50.2221;         2324   
      40;    51.0974;         2363   
      41;    51.9727;         2400   
      42;    52.8480;         2384   
      43;    53.7232;         2313   
      44;    54.5985;         2326   
      45;    55.4738;         2399   
      46;    56.3491;         2325   
      47;    57.2243;         2355   
      48;    58.0996;         2343   
      49;    58.9749;         2377   
      50;    59.8502;         2361   
      51;    60.7254;         2390   
      52;    61.6007;         2386   
      53;    62.4760;         2353   
      54;    63.3513;         2382   
      55;    64.2265;         2320   
      56;    65.1018;         2360   
      57;    65.9771;         2385   
      58;    66.8524;         2389   
      59;    67.7276;         2380   
      60;    68.6029;         2361   
      61;    69.4782;         2434   
      62;    70.3535;         2418   
      63;    71.2287;         2560   
      64;    72.1040;         2436   
      65;    72.9793;         2541   
      66;    73.8546;         2952   
      67;    74.7298;         3190   
      68;    75.6051;         3133   
      69;    76.4804;         3841   
      70;    77.3557;         3441   
      71;    78.2309;         2615   
      72;    79.1062;         2479   
      73;    79.9815;         2547   
      74;    80.8568;         2475   
      75;    81.7320;         2491   
      76;    82.6073;         2519   
      77;    83.4826;         2462   
      78;    84.3579;         2654   
      79;    85.2331;         2853   
      80;    86.1084;         3299   
      81;    86.9837;         3188   
      82;    87.8590;         2755   
      83;    88.7342;         2831   
      84;    89.6095;         2762   
      85;    90.4848;         2590   
      86;    91.3601;         2589   
      87;    92.2353;         2544   
      88;    93.1106;         2461   
      89;    93.9859;         2365   
      90;    94.8612;         2556   
      91;    95.7364;         2427   
      92;    96.6117;         2425   
      93;    97.4870;         2446   
      94;    98.3623;         2486   
      95;    99.2375;         2529   
      96;   100.1128;         2542   
      97;   100.9881;         2618   
      98;   101.8634;         2501   
      99;   102.7386;         2482   
     100;   103.6139;         2430   
     101;   104.4892;         2525   
     102;   105.3645;         2435   
     103;   106.2397;         2637   
     104;   107.1150;         2585   
     105;   107.9903;         2502   
     106;   108.8656;         2614   
     107;   109.7408;         2532   
     108;   110.6161;         2623   
     109;   111.4914;         2673   
     110;   112.3667;         2629   
