0, 267.139
1, 267.982
2, 268.679
3, 268.447
4, 268.883
5, 268.739
6, 268.328
7, 268.826
8, 267.65
9, 269.974
10, 270.367
11, 270.587
12, 270.018
13, 271.268
14, 268.639
15, 270.694
16, 272.823
17, 272.64
18, 272.001
19, 271.09
20, 271.045
21, 271.156
22, 273.543
23, 270.174
24, 269.9
25, 273.227
26, 273.622
27, 273.753
28, 273.68
29, 274.296
30, 277.935
31, 277.802
32, 275.689
33, 272.709
34, 276.559
35, 274.375
36, 276.42
37, 277.369
38, 274.727
39, 275.529
40, 275.239
41, 276.113
42, 276.119
43, 274.878
44, 275.742
45, 275.447
46, 276.542
47, 277.526
48, 277.881
49, 275.317
50, 277.422
51, 278.502
52, 277.936
53, 276.672
54, 275.508
55, 277.353
56, 277.143
57, 277.145
58, 276.438
59, 279.552
60, 278.907
61, 277.392
62, 280.663
63, 279.891
64, 280.84
65, 279.464
66, 279.515
67, 281.851
68, 282.125
69, 282.5
70, 278.67
71, 281.832
72, 279.667
73, 280.811
74, 283.596
75, 283.918
76, 282.924
77, 285.628
78, 286.196
79, 283.366
80, 281.299
81, 282.344
82, 283.405
83, 282.518
84, 280.741
85, 283.645
86, 281.952
87, 285.321
88, 283.363
89, 285.343
90, 281.789
91, 284.716
92, 283.245
93, 285.892
94, 286.342
95, 286.083
96, 283.675
97, 285.523
98, 286.293
99, 285.327
100, 284.775
101, 285.201
102, 286.674
103, 285.346
104, 286.812
105, 286.258
106, 286.833
107, 287.287
108, 290.538
109, 290.054
110, 286.608
111, 287.212
112, 287.359
113, 285.952
114, 286.085
115, 286.671
116, 285.039
117, 287.996
118, 289.495
119, 289.265
120, 287.507
121, 288.731
122, 288.371
123, 286.958
124, 289.032
125, 290.185
126, 288.202
127, 289.638
128, 288.058
129, 290.453
130, 289.737
131, 289.894
132, 291.394
133, 289.312
134, 287.441
135, 289.361
136, 290.305
137, 290.863
138, 291.193
139, 290.386
140, 292.261
141, 292.894
142, 291.198
143, 291.683
144, 293.995
145, 294.905
146, 291.464
147, 292.55
148, 292.91
149, 293.474
150, 293.008
151, 292.634
152, 291.092
153, 291.437
154, 293.904
155, 296.892
156, 302.743
157, 304.707
158, 304.524
159, 306.663
160, 301.719
161, 297.899
162, 296.929
163, 296.399
164, 293.036
165, 296.129
166, 293.366
167, 294.088
168, 292.708
169, 295.646
170, 293.628
171, 295.82
172, 292.537
173, 295.081
174, 294.172
175, 293.455
176, 294.614
177, 293.837
178, 293.646
179, 297.197
180, 295.906
181, 294.952
182, 294.471
183, 297.104
184, 295.375
185, 297.353
186, 297.318
187, 295.168
188, 297.194
189, 298.279
190, 296.297
191, 298.616
192, 298.24
193, 299.486
194, 298.945
195, 296.561
196, 298.987
197, 296.23
198, 297.131
199, 297.915
200, 298.352
201, 297.71
202, 295.945
203, 296.572
204, 295.349
205, 300.801
206, 297.845
207, 298.115
208, 298.698
209, 300.293
210, 296.89
211, 297.574
212, 296.679
213, 299.133
214, 298.68
215, 295.069
216, 295.293
217, 298.784
218, 297.845
219, 297.094
220, 296.233
221, 298.373
222, 297.938
223, 297.533
224, 298.403
225, 298.704
226, 299.698
227, 298.882
228, 299.454
229, 303.004
230, 298.856
231, 298.655
232, 298.016
233, 297.577
234, 300.348
235, 297.914
236, 296.557
237, 298.184
238, 298.346
239, 297.767
240, 299.175
241, 300.599
242, 302.624
243, 301.709
244, 301.408
245, 303.685
246, 302.312
247, 300.221
248, 305.486
249, 311.318
250, 321.192
251, 323.572
252, 324.039
253, 319.602
254, 317.903
255, 311.09
256, 302.911
257, 301.277
258, 301.683
259, 302.809
260, 303.822
261, 308.71
262, 315.136
263, 319.113
264, 318.635
265, 317.393
266, 314.635
267, 308.451
268, 304.247
269, 304.139
270, 301.749
271, 308.92
272, 322.616
273, 327.767
274, 332.634
275, 335.209
276, 332.161
277, 319.705
278, 310.815
279, 309.553
280, 309.238
281, 310.256
282, 315.789
283, 318.385
284, 317.674
285, 317.833
286, 313.343
287, 309.881
288, 308.607
289, 306.47
290, 304.984
291, 303.882
292, 309.398
293, 309.478
294, 315.141
295, 317.21
296, 316.442
297, 319.299
298, 320.595
299, 321.872
300, 320.499
301, 319.969
302, 319.077
303, 319.427
304, 312.685
305, 314.256
306, 314.524
307, 309.887
308, 308.236
309, 308.889
310, 306.782
311, 306.338
312, 306.287
313, 303.502
314, 306.654
315, 308.03
316, 305.684
317, 307.086
318, 308.924
319, 309.195
320, 308.193
321, 309.026
322, 310.147
323, 310.713
324, 314.773
325, 316.592
326, 316.382
327, 318.304
328, 316.128
329, 313.844
330, 314.968
331, 319.599
332, 352.427
333, 386.656
334, 415.142
335, 450.195
336, 489.034
337, 486.721
338, 461.683
339, 437.899
340, 399.999
341, 361.77
342, 339.208
343, 326.485
344, 318.644
345, 319.767
346, 319.638
347, 318.32
348, 316.682
349, 317.688
350, 322.845
351, 420.109
352, 648.692
353, 839.702
354, 903.67
355, 904.672
356, 822.569
357, 629.889
358, 451.551
359, 367.2
360, 334.463
361, 324.01
362, 322.507
363, 321.096
364, 322.328
365, 321.481
366, 320.886
367, 320.346
368, 319.045
369, 317.741
370, 316.502
371, 314.88
372, 311.975
373, 316.984
374, 315
375, 313.375
376, 314.709
377, 313.321
378, 314.806
379, 316.98
380, 317.81
381, 318.627
382, 318.004
383, 317.413
384, 318.894
385, 316.096
386, 316.395
387, 315.962
388, 316.168
389, 316.311
390, 318.309
391, 317.452
392, 319.922
393, 318.668
394, 321.114
395, 319.074
396, 320.874
397, 326.08
398, 331.679
399, 337.7
