-196.591100159	0.091138005
-196.696129878	0.052277136
-196.801159598	0.153327836
-196.906189318	0.179716456
-197.011219037	0.100110028
-197.116248757	0.063711634
-197.221278476	0.082704445
-197.326308196	0.100516402
-197.431337916	0.143420348
-197.536367635	0.181099621
-197.641397355	0.177023587
-197.746427074	0.139825697
-197.851456794	0.127923096
-197.956486514	0.138173036
-198.061516233	0.128755346
-198.166545953	0.199180083
-198.271575672	0.178935733
-198.376605392	0.134648367
-198.481635112	0.065544623
-198.586664831	0.098453822
-198.691694551	0.180010366
-198.796724270	0.077475869
-198.901753990	0.040328585
-199.006783710	0.010273523
-199.111813429	-0.022460642
-199.216843149	0.022142950
-199.321872868	0.063209439
-199.426902588	0.014099179
-199.531932308	0.021822175
-199.636962027	0.056102500
-199.741991747	0.096363759
-199.847021466	0.085605887
-199.952051186	0.077031178
-200.057080906	0.142674521
-200.162110625	0.078564830
-200.267140345	0.079903898
-200.372170064	0.103643048
-200.477199784	0.157871685
-200.582229504	0.180284204
-200.687259223	0.181334497
-200.792288943	0.200900315
-200.897318662	0.139562315
-201.002348382	0.139124413
-201.107378102	0.153909580
-201.212407821	0.198284467
-201.317437541	0.111410792
-201.422467260	0.087951991
-201.527496980	0.127389723
-201.632526700	0.069673418
-201.737556419	0.065045379
-201.842586139	0.116572302
-201.947615858	0.154273756
-202.052645578	0.153631180
-202.157675297	0.135426097
-202.262705017	0.099821590
-202.367734737	0.092406822
-202.472764456	0.101629775
-202.577794176	0.135557358
-202.682823895	0.151797702
-202.787853615	0.116623784
-202.892883335	0.043173508
-202.997913054	0.057835637
-203.102942774	0.083984903
-203.207972493	0.172955058
-203.313002213	0.145910008
-203.418031933	0.069998881
-203.523061652	0.063368902
-203.628091372	0.226502556
-203.733121091	0.114208700
-203.838150811	0.035842132
-203.943180531	0.028807131
-204.048210250	0.103715820
-204.153239970	0.171287505
-204.258269689	0.189787671
-204.363299409	0.183097567
-204.468329129	0.194867519
-204.573358848	0.193213544
-204.678388568	0.170374598
-204.783418287	0.117987868
-204.888448007	0.149627954
-204.993477727	0.123287756
-205.098507446	0.094010828
-205.203537166	0.116705878
-205.308566885	0.108226154
-205.413596605	0.111337363
-205.518626325	0.090398693
-205.623656044	0.086486127
-205.728685764	0.125547697
-205.833715483	0.114441496
-205.938745203	0.105322585
-206.043774923	0.126240927
-206.148804642	0.164875543
-206.253834362	0.171092211
-206.358864081	0.137975204
-206.463893801	0.097202442
-206.568923521	0.084198065
-206.673953240	0.083478994
-206.778982960	0.140724674
-206.884012679	0.181464601
-206.989042399	0.218550698
-207.094072119	0.211634917
